Code,Name,Latest_Date,Latest_Close,Matched_Conditions,MA5,MA20,MA60,Volume_Ratio,RSI,MACD,Signal
600573,惠泉啤酒,2025-11-28,12.15,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.86,11.93,11.78,1.23X,57.40,0.053,0.066
605287,德才股份,2025-11-28,29.01,RSI 强势 (> 50),28.02,29.14,24.97,1.33X,55.78,0.304,0.637
601288,农业银行,2025-11-28,8.04,RSI 强势 (> 50),8.03,8.19,7.57,0.87X,50.78,0.080,0.150
605118,力鼎光电,2025-11-28,27.8,RSI 强势 (> 50),27.13,27.32,28.65,1.23X,52.25,-0.388,-0.507
601229,上海银行,2025-11-28,9.88,RSI 强势 (> 50),9.91,10.03,9.45,0.85X,50.75,0.095,0.146
603269,海鸥股份,2025-11-28,12.51,放量上涨 (1.98X) | MACD 金叉 | RSI 强势 (> 50),11.97,12.18,12.56,1.98X,52.62,-0.237,-0.259
603,N/A,2025-11-28,20.97,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",20.62,20.09,19.98,0.92X,63.05,0.207,0.077
603026,石大胜华,2025-11-28,92.57,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",85.35,81.61,59.42,1.30X,65.01,7.470,8.302
600835,上海机电,2025-11-28,30.88,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),31.00,27.46,26.85,0.75X,64.05,1.261,0.696
600226,亨通股份,2025-11-28,4.45,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",4.39,4.31,4.23,1.11X,54.95,0.034,0.029
603629,利通电子,2025-11-28,26.39,RSI 强势 (> 50),26.04,27.38,25.32,0.56X,50.94,0.098,0.312
600105,永鼎股份,2025-11-28,16.42,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.07,15.04,13.45,0.78X,58.13,0.588,0.452
603171,税友股份,2025-11-28,50.01,RSI 强势 (> 50),51.68,50.06,50.07,0.54X,50.34,0.522,0.300
601007,金陵饭店,2025-11-28,7.79,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",7.67,7.67,7.67,1.32X,56.68,0.034,0.037
603730,岱美股份,2025-11-28,8.16,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),8.22,7.74,6.86,0.55X,61.06,0.291,0.254
600679,上海凤凰,2025-11-28,13.99,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",13.80,13.61,13.26,1.04X,58.25,0.188,0.174
003018,金富科技,2025-11-28,20.52,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.11,14.48,12.80,0.17X,78.61,1.357,0.759
603186,华正新材,2025-11-28,44.2,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",42.86,42.69,42.38,0.28X,53.98,-0.223,-0.445
605179,一鸣食品,2025-11-28,21.96,放量上涨 (1.63X) | RSI 强势 (> 50),21.17,22.11,21.77,1.63X,52.27,-0.106,0.030
603893,瑞芯微,2025-11-28,181.81,RSI 强势 (> 50),177.71,172.71,194.84,0.60X,53.45,-2.917,-5.429
600477,杭萧钢构,2025-11-28,2.84,RSI 强势 (> 50),2.81,2.88,2.77,0.86X,50.04,0.009,0.032
601969,海南矿业,2025-11-28,11.65,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.51,11.51,9.61,0.81X,54.09,0.578,0.752
600880,博瑞传播,2025-11-28,5.39,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),5.40,5.20,5.03,0.61X,60.95,0.100,0.075
605300,佳禾食品,2025-11-28,12.5,放量上涨 (1.75X) | MACD 金叉 | RSI 强势 (> 50),12.26,12.27,12.54,1.75X,55.97,0.024,0.009
603027,千禾味业,2025-11-28,9.57,RSI 强势 (> 50),9.52,9.66,9.17,0.76X,54.39,0.101,0.149
601177,杭齿前进,2025-11-28,17.13,放量上涨 (1.76X) | MACD 金叉,16.80,17.10,18.03,1.76X,48.34,-0.304,-0.338
600436,片仔癀,2025-11-28,171.87,放量上涨 (1.55X),175.17,177.42,188.89,1.55X,27.22,-3.034,-3.105
000069,华侨城Ａ,2025-11-27,2.63,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),2.67,2.63,2.51,0.74X,50.85,0.049,0.060
600084,中信尼雅,2025-11-28,5.7,RSI 强势 (> 50),5.69,5.76,5.57,0.76X,50.60,0.024,0.049
600577,精达股份,2025-11-28,10.45,RSI 强势 (> 50),10.26,10.57,9.94,0.62X,50.48,0.009,0.078
601156,东航物流,2025-11-28,16.41,RSI 强势 (> 50),16.36,16.55,15.91,0.68X,52.91,0.115,0.187
601233,桐昆股份,2025-11-28,15.38,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.89,15.12,14.58,1.14X,56.17,0.137,0.217
600814,杭州解百,2025-11-28,7.72,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",7.56,7.59,7.63,1.41X,56.46,0.018,0.017
603260,合盛硅业,2025-11-28,56.3,RSI 强势 (> 50),56.36,56.68,52.44,0.76X,51.54,1.602,2.146
000010,美丽生态,2025-11-27,3.93,RSI 强势 (> 50),3.81,3.86,4.18,1.33X,51.33,-0.063,-0.085
600331,宏达股份,2025-11-28,10.98,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.79,10.88,10.72,0.73X,52.48,0.082,0.111
600346,恒力石化,2025-11-28,18.99,RSI 强势 (> 50),18.61,19.06,17.72,1.01X,54.61,0.277,0.446
603602,纵横通信,2025-11-28,14.98,MACD 金叉 | RSI 强势 (> 50),14.88,14.91,15.07,0.68X,51.97,-0.027,-0.035
603931,格林达,2025-11-28,34.22,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",32.91,31.12,29.35,1.34X,63.55,0.940,0.614
603755,日辰股份,2025-11-28,37.37,RSI 强势 (> 50),37.09,37.87,32.83,0.91X,55.26,0.855,1.237
600037,歌华有线,2025-11-28,7.74,放量上涨 (1.54X),7.59,7.82,8.09,1.54X,46.34,-0.124,-0.119
600516,方大炭素,2025-11-28,6.4,RSI 强势 (> 50),6.31,6.43,5.68,0.69X,53.48,0.163,0.222
600756,浪潮软件,2025-11-28,24.3,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",23.56,20.64,17.32,0.77X,69.13,1.940,1.623
601988,中国银行,2025-11-28,6.07,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),6.16,5.90,5.57,0.83X,61.24,0.173,0.158
603638,艾迪精密,2025-11-28,20.01,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",19.82,19.07,18.51,0.47X,71.18,0.395,0.263
600712,南宁百货,2025-11-28,7.28,RSI 强势 (> 50),7.11,7.32,7.21,1.41X,51.59,-0.006,0.032
601168,西部矿业,2025-11-28,22.98,RSI 强势 (> 50),22.62,23.18,21.89,0.84X,50.48,-0.010,0.150
600939,重庆建工,2025-11-28,3.82,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.04X) | RSI 强势 (> 50)",3.59,3.71,3.50,2.04X,56.89,0.028,0.056
605016,百龙创园,2025-11-28,21.2,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",20.73,20.88,20.53,1.49X,55.71,0.094,0.109
600825,新华传媒,2025-11-28,6.88,RSI 强势 (> 50),6.89,6.90,6.83,0.93X,50.82,0.011,0.014
603991,至正股份,2025-11-28,70.62,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),71.23,68.98,66.31,0.56X,55.56,1.216,1.157
600301,华锡有色,2025-11-28,38.68,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),38.87,34.40,32.12,0.43X,63.37,2.288,1.835
603799,华友钴业,2025-11-28,62.14,RSI 强势 (> 50),60.31,62.52,59.17,0.73X,50.47,-0.041,0.517
603999,读者传媒,2025-11-28,7.95,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.57X) | RSI 强势 (> 50)",7.30,7.03,6.71,1.57X,79.01,0.178,0.114
600195,中牧股份,2025-11-28,7.77,RSI 强势 (> 50),7.73,7.83,7.53,0.67X,52.30,0.046,0.081
600754,锦江酒店,2025-11-28,25.39,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),25.58,25.09,23.69,0.80X,57.39,0.628,0.712
603667,五洲新春,2025-11-28,44.9,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",43.77,44.67,43.97,1.10X,52.80,-0.148,-0.058
603106,恒银科技,2025-11-28,12.46,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),12.63,11.48,10.80,0.38X,63.40,0.573,0.458
603255,鼎际得,2025-11-28,34.73,RSI 强势 (> 50),33.25,34.11,35.78,1.40X,51.78,-0.448,-0.437
603205,健尔康,2025-11-28,28.48,RSI 强势 (> 50),28.04,28.17,28.70,0.93X,53.53,-0.133,-0.190
600067,冠城新材,2025-11-28,4.09,RSI 强势 (> 50),3.98,4.34,3.60,1.18X,50.56,0.063,0.165
603031,安孚科技,2025-11-28,39.47,RSI 强势 (> 50),38.06,39.41,39.47,0.81X,51.62,-0.317,-0.228
603116,红蜻蜓,2025-11-28,6.16,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.07,6.10,5.96,0.81X,55.02,0.044,0.059
603600,永艺股份,2025-11-28,12.26,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.16,11.96,11.41,0.42X,59.61,0.224,0.210
603815,交建股份,2025-11-28,12.16,放量上涨 (1.55X),11.36,12.46,12.43,1.55X,49.60,-0.435,-0.322
600227,赤天化,2025-11-28,2.77,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",2.58,2.58,2.51,0.82X,60.57,0.033,0.030
603305,旭升集团,2025-11-28,13.37,MACD 金叉,13.03,13.77,15.27,0.82X,41.05,-0.593,-0.612
603131,上海沪工,2025-11-28,27.86,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",27.49,26.32,23.17,0.73X,59.36,1.209,1.244
600461,洪城环境,2025-11-28,9.41,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.29,9.37,9.16,1.06X,57.86,0.030,0.048
603130,云中马,2025-11-28,40.95,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",39.24,38.92,40.80,0.45X,54.90,-0.581,-1.081
603067,振华股份,2025-11-28,27.14,RSI 强势 (> 50),27.15,29.03,21.99,0.23X,52.87,1.126,1.811
603918,金桥信息,2025-11-28,17.7,RSI 强势 (> 50),17.99,17.58,17.68,0.53X,51.48,0.085,0.001
605499,东鹏饮料,2025-11-28,263.66,MACD 金叉,259.61,266.20,285.89,1.11X,41.89,-7.284,-7.665
603313,梦百合,2025-11-28,9.2,RSI 强势 (> 50),9.05,9.21,9.01,0.88X,50.98,-0.053,-0.027
603777,来伊份,2025-11-28,13.56,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",13.35,13.42,13.44,0.98X,55.27,0.052,0.066
603766,隆鑫通用,2025-11-28,14.18,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.03,13.65,13.11,0.46X,59.57,0.162,0.074
601058,赛轮轮胎,2025-11-28,15.95,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.81,15.94,15.04,0.86X,58.17,0.227,0.298
603100,川仪股份,2025-11-28,24.24,多头排列 (MA5>MA20>MA60),25.37,24.54,23.78,0.22X,48.37,0.434,0.499
603385,惠达卫浴,2025-11-28,7.13,RSI 强势 (> 50),7.04,7.16,6.89,0.84X,53.17,0.032,0.065
603173,福斯达,2025-11-28,38.44,放量上涨 (1.54X),37.99,39.15,45.79,1.54X,37.32,-1.870,-2.081
600100,同方股份,2025-11-28,8.59,RSI 强势 (> 50),8.61,8.75,8.22,0.04X,50.86,0.093,0.151
601010,文峰股份,2025-11-28,2.97,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.81X) | MACD 金叉 | RSI 强势 (> 50)",2.72,2.74,2.74,2.81X,67.89,0.012,0.003
603682,锦和商管,2025-11-28,6.08,RSI 强势 (> 50),6.01,6.12,5.94,0.68X,51.72,0.020,0.048
601107,四川成渝,2025-11-28,6.09,RSI 强势 (> 50),5.97,6.13,5.82,1.11X,55.18,0.027,0.059
600060,海信视像,2025-11-28,25.91,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",25.62,25.20,23.97,0.86X,59.86,0.346,0.339
603992,松霖科技,2025-11-28,28.86,MACD 金叉,28.63,28.91,29.38,0.89X,49.50,-0.120,-0.120
603912,佳力图,2025-11-28,8.39,MACD 金叉,8.36,8.56,9.11,0.89X,41.42,-0.174,-0.175
603316,诚邦股份,2025-11-28,15.19,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.83,15.14,13.06,1.29X,55.60,0.369,0.564
600191,华资实业,2025-11-28,11.54,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.81,10.01,8.64,1.18X,73.88,0.669,0.558
600203,福日电子,2025-11-28,14.6,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.23X) | RSI 强势 (> 50)",13.50,14.26,14.07,2.23X,54.87,-0.137,-0.097
600691,潞化科技,2025-11-28,3.19,RSI 强势 (> 50),3.03,3.20,2.97,0.46X,53.24,0.017,0.054
603508,思维列控,2025-11-28,29.96,RSI 强势 (> 50),29.57,27.33,30.94,0.71X,57.09,-0.224,-0.833
000001,平安银行,2025-11-27,11.71,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.70,11.64,11.49,0.93X,53.85,0.068,0.070
603897,长城科技,2025-11-28,26.6,"价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",25.47,25.76,25.88,0.87X,56.51,-0.144,-0.222
600824,益民集团,2025-11-28,4.61,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",4.52,4.46,4.39,0.95X,61.72,0.056,0.045
600066,宇通客车,2025-11-28,31.11,RSI 强势 (> 50),31.07,31.45,29.91,0.86X,52.08,0.169,0.312
601198,东兴证券,2025-11-19,13.13,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | MACD 金叉 | RSI 强势 (> 50)",12.99,12.73,12.07,1.41X,60.89,0.261,0.258
603429,集友股份,2025-11-28,10.99,RSI 强势 (> 50),11.25,10.35,10.95,0.37X,56.50,0.212,0.058
603387,基蛋生物,2025-11-28,8.37,RSI 强势 (> 50),8.31,8.46,8.28,0.49X,50.16,0.010,0.040
600879,航天电子,2025-11-28,10.97,RSI 强势 (> 50),10.82,10.91,11.01,1.30X,50.27,-0.106,-0.102
600630,龙头股份,2025-11-28,10.23,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.04,9.70,9.23,0.84X,61.06,0.204,0.169
600080,金花股份,2025-11-28,8.55,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),8.69,8.29,7.66,0.56X,57.82,0.277,0.267
603895,天永智能,2025-11-28,29.8,放量上涨 (2.51X) | RSI 强势 (> 50),27.67,28.84,29.82,2.51X,56.32,-0.457,-0.434
605166,聚合顺,2025-11-28,11.1,放量上涨 (2.69X) | RSI 强势 (> 50),10.57,11.07,11.53,2.69X,51.59,-0.213,-0.194
600996,贵广网络,2025-11-28,12.11,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.85,10.41,9.56,0.71X,67.28,0.656,0.420
603096,新经典,2025-11-28,19.05,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",18.74,18.76,18.26,1.01X,59.85,0.120,0.130
002984,森麒麟,2025-11-28,20.05,RSI 强势 (> 50),20.11,20.29,19.49,0.00X,51.41,0.197,0.303
603317,天味食品,2025-11-28,12.9,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.89,12.86,12.07,1.04X,58.04,0.255,0.312
600877,电科芯片,2025-11-28,15.54,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",15.40,14.88,14.25,1.33X,56.01,0.382,0.348
605507,国邦医药,2025-11-28,23.97,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",23.63,23.18,22.98,0.94X,62.95,0.243,0.158
600234,科新发展,2025-11-28,12.74,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.66X) | RSI 强势 (> 50)",11.80,11.91,10.81,1.66X,61.90,0.104,0.145
603587,地素时尚,2025-11-28,13.18,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",13.17,13.06,12.82,0.47X,56.15,0.128,0.122
603757,大元泵业,2025-11-28,36.6,MACD 金叉,36.30,38.36,44.05,0.69X,36.95,-1.785,-1.809
600855,航天长峰,2025-11-28,17.19,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.76,15.69,14.81,1.06X,65.34,0.498,0.354
600229,城市传媒,2025-11-28,7.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.67X) | RSI 强势 (> 50)",7.03,6.96,6.78,1.67X,58.03,0.065,0.062
600801,华新建材,2025-11-28,22.42,RSI 强势 (> 50),22.50,22.76,20.04,0.84X,53.35,0.419,0.608
603871,嘉友国际,2025-11-28,13.71,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",13.47,13.71,13.41,0.36X,52.44,-0.054,-0.031
605056,咸亨国际,2025-11-28,19.0,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",18.49,17.99,16.19,1.03X,67.89,0.592,0.593
601890,亚星锚链,2025-11-28,10.56,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),10.82,10.51,10.05,0.59X,52.05,0.155,0.148
601599,浙文影业,2025-11-28,3.89,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",3.86,3.83,3.72,0.76X,58.56,0.038,0.038
600685,中船防务,2025-11-28,29.86,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),31.16,28.30,27.40,0.63X,56.17,0.977,0.684
600523,贵航股份,2025-11-28,14.24,MACD 金叉,14.31,14.35,14.54,0.45X,45.50,-0.097,-0.098
002348,高乐股份,2025-11-24,4.81,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",4.66,4.62,4.17,1.12X,59.19,0.130,0.160
603219,富佳股份,2025-11-28,16.3,MACD 金叉,16.14,16.63,17.87,0.85X,41.77,-0.420,-0.439
600802,福建水泥,2025-11-28,7.49,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.96,7.36,6.27,0.87X,55.96,0.124,0.231
600222,太龙药业,2025-11-28,8.04,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.63X) | RSI 强势 (> 50)",7.62,7.30,6.83,1.63X,67.05,0.262,0.231
600783,鲁信创投,2025-11-28,14.77,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",14.41,14.76,13.94,0.81X,52.65,0.017,0.091
002369,卓翼科技,2025-11-27,10.05,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",10.04,9.21,9.45,0.87X,62.28,0.258,0.121
603903,中持股份,2025-11-28,17.19,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.28,15.22,13.53,0.86X,64.05,0.711,0.588
600429,三元股份,2025-11-28,5.52,RSI 强势 (> 50),5.44,5.63,5.10,1.03X,51.15,0.107,0.193
603886,元祖股份,2025-11-28,12.81,RSI 强势 (> 50),12.63,12.87,12.68,0.67X,51.59,0.027,0.079
601886,江河集团,2025-11-28,7.98,RSI 强势 (> 50),8.04,8.06,7.67,0.71X,50.45,0.086,0.131
600601,方正科技,2025-11-28,11.99,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",11.67,11.61,10.95,1.04X,55.76,0.157,0.170
600549,厦门钨业,2025-11-28,34.4,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.66X) | RSI 强势 (> 50)",32.94,33.94,31.93,1.66X,57.02,0.115,0.335
601020,华钰矿业,2025-11-28,30.2,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),30.43,30.15,28.09,0.70X,51.88,0.589,0.815
600327,大东方,2025-11-28,5.05,RSI 强势 (> 50),5.00,5.10,4.93,0.79X,50.22,0.048,0.089
600538,国发股份,2025-11-28,6.45,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.25,5.95,5.88,0.62X,69.03,0.121,0.059
603009,北特科技,2025-11-28,41.61,MACD 金叉,40.73,43.00,48.32,0.98X,39.49,-2.102,-2.212
603533,掌阅科技,2025-11-28,22.78,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),23.20,21.77,20.35,0.68X,59.77,0.746,0.597
600868,梅雁吉祥,2025-11-28,3.58,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.06X) | MACD 金叉 | RSI 强势 (> 50)",3.14,3.16,2.98,2.06X,66.76,0.052,0.036
603663,三祥新材,2025-11-28,31.59,RSI 强势 (> 50),31.34,32.52,29.21,0.60X,51.64,0.771,1.271
605303,园林股份,2025-11-28,23.16,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",21.50,21.57,18.89,1.39X,60.10,0.773,0.956
002354,天娱数科,2025-11-27,6.99,RSI 强势 (> 50),6.98,6.91,7.00,0.56X,52.99,0.026,-0.012
603223,恒通股份,2025-11-28,10.3,RSI 强势 (> 50),10.32,10.37,9.87,0.58X,51.35,0.119,0.168
600619,海立股份,2025-11-28,21.72,RSI 强势 (> 50),21.85,20.85,22.52,0.63X,52.01,-0.165,-0.458
600622,光大嘉宝,2025-11-28,3.19,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),3.20,3.08,2.99,0.64X,56.65,0.061,0.048
600809,山西汾酒,2025-11-28,194.3,RSI 强势 (> 50),193.70,194.31,195.32,0.79X,50.91,0.424,0.558
600159,大龙地产,2025-11-28,3.19,RSI 强势 (> 50),3.13,3.20,3.08,0.85X,52.14,0.008,0.026
605133,嵘泰股份,2025-11-28,38.51,放量上涨 (2.59X) | MACD 金叉 | RSI 强势 (> 50),35.48,37.36,40.76,2.59X,52.96,-1.246,-1.342
603308,应流股份,2025-11-28,37.47,RSI 强势 (> 50),36.85,38.22,35.02,0.97X,51.48,-0.023,0.313
603378,亚士创能,2025-11-28,6.94,放量上涨 (1.78X),6.88,7.32,6.60,1.78X,47.10,-0.049,0.060
603155,新亚强,2025-11-28,19.61,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | 放量上涨 (1.68X) | RSI 强势 (> 50)",18.48,17.62,16.52,1.68X,64.50,0.638,0.466
603125,常青科技,2025-11-28,17.22,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),17.50,16.92,16.91,0.43X,54.30,0.183,0.121
600409,三友化工,2025-11-28,6.25,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",6.02,6.10,5.87,0.91X,55.92,0.095,0.122
603365,水星家纺,2025-11-28,21.32,RSI 强势 (> 50),21.21,21.78,19.00,0.58X,56.42,0.427,0.640
601668,中国建筑,2025-11-28,5.2,放量上涨 (1.57X),5.25,5.35,5.50,1.57X,28.92,-0.082,-0.071
603909,建发合诚,2025-11-28,12.91,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.33,12.44,11.45,1.00X,55.79,0.225,0.295
601595,上海电影,2025-11-28,31.68,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),32.37,30.65,29.93,0.71X,56.64,0.773,0.587
603091,众鑫股份,2025-11-28,75.1,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",72.65,74.71,74.09,1.23X,53.83,-0.297,-0.058
000070,特发信息,2025-11-27,14.44,"价格强势 (高于MA5,MA20,MA60) | 放量上涨 (2.02X) | RSI 强势 (> 50)",12.59,10.31,10.35,2.02X,84.14,0.785,0.226
603326,我乐家居,2025-11-28,9.52,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.38,9.36,8.95,0.53X,56.49,0.106,0.121
600057,厦门象屿,2025-11-28,8.22,RSI 强势 (> 50),8.15,8.43,7.69,0.90X,51.70,0.091,0.181
603042,华脉科技,2025-11-28,16.52,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",16.31,16.07,15.84,0.52X,56.59,0.170,0.133
603699,纽威股份,2025-11-28,48.93,RSI 强势 (> 50),48.19,50.66,44.24,0.75X,51.58,0.324,1.000
600257,大湖股份,2025-11-28,6.05,RSI 强势 (> 50),5.97,6.11,5.70,0.53X,51.75,0.090,0.150
603327,福蓉科技,2025-11-28,9.95,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",9.92,9.47,9.46,0.61X,62.94,0.161,0.082
601702,华峰铝业,2025-11-28,18.13,"多头排列 (MA5>MA20>MA60) | 价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",17.58,17.53,17.28,0.55X,59.39,0.103,0.051
603655,朗博科技,2025-11-28,38.41,RSI 强势 (> 50),38.94,37.64,37.82,0.43X,51.85,0.577,0.525
600689,上海三毛,2025-11-28,14.83,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),14.88,14.86,14.41,0.11X,53.23,0.089,0.109
603976,正川股份,2025-11-28,21.05,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),21.69,21.03,20.34,0.65X,51.22,0.378,0.386
605339,南侨食品,2025-11-28,19.42,多头排列 (MA5>MA20>MA60) | RSI 强势 (> 50),20.35,18.77,17.74,0.59X,53.75,0.769,0.720
605060,联德股份,2025-11-28,36.17,放量上涨 (1.82X) | RSI 强势 (> 50),34.56,36.37,30.54,1.82X,58.27,0.933,1.479
600499,科达制造,2025-11-28,13.4,"价格强势 (高于MA5,MA20,MA60) | RSI 强势 (> 50)",12.84,12.98,12.25,1.17X,55.96,0.167,0.232
603661,恒林股份,2025-11-28,33.14,RSI 强势 (> 50),32.70,33.29,32.51,0.44X,51.76,0.026,0.160
603708,家家悦,2025-11-28,11.47,RSI 强势 (> 50),11.51,11.69,11.03,0.53X,50.65,0.171,0.272
